'Time and date','EEG Fpz-Cz','EEG Pz-Oz','EOG horizontal','Resp oro-nasal','EMG submental','Temp rectal','Event marker'
'[16:13:05.780 24/04/1989]',-88.803,5.278,121.721,-900.000,3.594,37.223,936.000
'[16:13:05.790 24/04/1989]',-93.679,-0.672,159.666,-900.000,3.594,37.223,936.000
'[16:13:05.800 24/04/1989]',-116.466,1.632,172.971,-900.000,3.594,37.223,936.000
'[16:13:05.810 24/04/1989]',-121.342,0.000,205.003,-900.000,3.594,37.223,936.000
'[16:13:05.820 24/04/1989]',-121.530,1.727,237.035,-900.000,3.594,37.223,936.000
'[16:13:05.830 24/04/1989]',-120.967,2.591,253.297,-900.000,3.594,37.223,936.000
'[16:13:05.840 24/04/1989]',-120.498,0.192,268.574,-900.000,3.594,37.223,936.000
'[16:13:05.850 24/04/1989]',-120.311,-0.960,289.764,-900.000,3.594,37.223,936.000
'[16:13:05.860 24/04/1989]',-117.966,-0.480,290.257,-900.000,3.594,37.223,936.000
'[16:13:05.870 24/04/1989]',-112.340,-2.591,289.764,-900.000,3.594,37.223,936.000
'[16:13:05.880 24/04/1989]',-104.275,-4.223,268.081,-900.000,3.594,37.223,936.000
'[16:13:05.890 24/04/1989]',-90.866,-5.662,269.067,-900.000,3.594,37.223,936.000
'[16:13:05.900 24/04/1989]',-81.207,-6.142,250.340,-900.000,3.594,37.223,936.000
'[16:13:05.910 24/04/1989]',-72.299,-9.405,238.513,-900.000,3.594,37.223,936.000
'[16:13:05.920 24/04/1989]',-71.361,-10.269,239.992,-900.000,3.594,37.223,936.000
'[16:13:05.930 24/04/1989]',-60.202,-11.037,240.484,-900.000,3.594,37.223,936.000
'[16:13:05.940 24/04/1989]',-56.451,-11.325,221.758,-900.000,3.594,37.223,936.000
'[16:13:05.950 24/04/1989]',-52.700,-13.244,220.280,-900.000,3.594,37.223,936.000
'[16:13:05.960 24/04/1989]',-51.200,-13.628,209.931,-900.000,3.594,37.223,936.000
'[16:13:05.970 24/04/1989]',-49.418,-16.123,209.931,-900.000,3.594,37.223,936.000
'[16:13:05.980 24/04/1989]',-53.638,-10.173,205.496,-900.000,3.594,37.223,936.000
'[16:13:05.990 24/04/1989]',-49.606,-7.006,192.683,-900.000,3.594,37.223,936.000
'[16:13:06.000 24/04/1989]',-53.919,-1.440,195.640,343.000,3.338,37.244,891.000
'[16:13:06.010 24/04/1989]',-53.826,-0.864,185.291,343.000,3.338,37.244,891.000
'[16:13:06.020 24/04/1989]',-53.451,-1.919,175.928,343.000,3.338,37.244,891.000
'[16:13:06.030 24/04/1989]',-56.639,-5.182,174.943,343.000,3.338,37.244,891.000
'[16:13:06.040 24/04/1989]',-55.889,-7.966,167.058,343.000,3.338,37.244,891.000
'[16:13:06.050 24/04/1989]',-50.825,-11.421,164.594,343.000,3.338,37.244,891.000
'[16:13:06.060 24/04/1989]',-54.388,-10.269,160.652,343.000,3.338,37.244,891.000
'[16:13:06.070 24/04/1989]',-59.921,-8.062,153.752,343.000,3.338,37.244,891.000
'[16:13:06.080 24/04/1989]',-57.483,-7.582,151.288,343.000,3.338,37.244,891.000
'[16:13:06.090 24/04/1989]',-56.076,-9.789,142.911,343.000,3.338,37.244,891.000
'[16:13:06.100 24/04/1989]',-66.016,-14.684,127.634,343.000,3.338,37.244,891.000
'[16:13:06.110 24/04/1989]',-65.641,-14.012,168.043,343.000,3.338,37.244,891.000
'[16:13:06.120 24/04/1989]',-70.705,-14.492,176.421,343.000,3.338,37.244,891.000
'[16:13:06.130 24/04/1989]',-72.393,-14.012,191.698,343.000,3.338,37.244,891.000
'[16:13:06.140 24/04/1989]',-64.047,-12.764,205.003,343.000,3.338,37.244,891.000
'[16:13:06.150 24/04/1989]',-62.547,-11.229,212.395,343.000,3.338,37.244,891.000
'[16:13:06.160 24/04/1989]',-57.389,-11.804,190.712,343.000,3.338,37.244,891.000
'[16:13:06.170 24/04/1989]',-57.108,-10.269,194.654,343.000,3.338,37.244,891.000
'[16:13:06.180 24/04/1989]',-55.701,-9.789,180.363,343.000,3.338,37.244,891.000
'[16:13:06.190 24/04/1989]',-60.577,-7.006,169.029,343.000,3.338,37.244,891.000
'[16:13:06.200 24/04/1989]',-56.358,-6.334,173.464,343.000,3.338,37.244,891.000
'[16:13:06.210 24/04/1989]',-58.983,-6.814,161.637,343.000,3.338,37.244,891.000
'[16:13:06.220 24/04/1989]',-56.826,-4.511,156.709,343.000,3.338,37.244,891.000
'[16:13:06.230 24/04/1989]',-57.389,-1.440,145.375,343.000,3.338,37.244,891.000
'[16:13:06.240 24/04/1989]',-58.139,0.960,136.012,343.000,3.338,37.244,891.000
'[16:13:06.250 24/04/1989]',-53.919,0.576,131.577,343.000,3.338,37.244,891.000
'[16:13:06.260 24/04/1989]',-51.294,-1.056,124.677,343.000,3.338,37.244,891.000
'[16:13:06.270 24/04/1989]',-50.075,-6.142,113.343,343.000,3.338,37.244,891.000
'[16:13:06.280 24/04/1989]',-48.574,-11.037,97.574,343.000,3.338,37.244,891.000
'[16:13:06.290 24/04/1989]',-45.480,-17.179,97.081,343.000,3.338,37.244,891.000
'[16:13:06.300 24/04/1989]',-40.322,-20.058,85.747,343.000,3.338,37.244,891.000
'[16:13:06.310 24/04/1989]',-39.666,-18.810,85.747,343.000,3.338,37.244,891.000
'[16:13:06.320 24/04/1989]',-39.478,-15.931,60.614,343.000,3.338,37.244,891.000
'[16:13:06.330 24/04/1989]',-36.384,-14.971,51.744,343.000,3.338,37.244,891.000
'[16:13:06.340 24/04/1989]',-44.636,-10.749,51.251,343.000,3.338,37.244,891.000
'[16:13:06.350 24/04/1989]',-42.385,-8.925,52.236,343.000,3.338,37.244,891.000
'[16:13:06.360 24/04/1989]',-43.042,-9.021,40.902,343.000,3.338,37.244,891.000
'[16:13:06.370 24/04/1989]',-40.979,-15.835,32.525,343.000,3.338,37.244,891.000
'[16:13:06.380 24/04/1989]',-38.822,-15.643,28.582,343.000,3.338,37.244,891.000
'[16:13:06.390 24/04/1989]',-43.979,-12.764,5.914,343.000,3.338,37.244,891.000
'[16:13:06.400 24/04/1989]',-52.982,-13.532,14.291,343.000,3.338,37.244,891.000
'[16:13:06.410 24/04/1989]',-45.199,-15.643,18.233,343.000,3.338,37.244,891.000
'[16:13:06.420 24/04/1989]',-95.273,-12.764,-14.291,343.000,3.338,37.244,891.000
'[16:13:06.430 24/04/1989]',-95.836,-16.795,-9.856,343.000,3.338,37.244,891.000
'[16:13:06.440 24/04/1989]',-95.179,-16.219,-21.190,343.000,3.338,37.244,891.000
'[16:13:06.450 24/04/1989]',-93.304,-16.987,-34.003,343.000,3.338,37.244,891.000
'[16:13:06.460 24/04/1989]',-91.710,-16.507,-53.222,343.000,3.338,37.244,891.000
'[16:13:06.470 24/04/1989]',-89.178,-12.860,-91.167,343.000,3.338,37.244,891.000
'[16:13:06.480 24/04/1989]',-86.271,-11.037,-84.761,343.000,3.338,37.244,891.000
'[16:13:06.490 24/04/1989]',-82.051,-9.885,-69.977,343.000,3.338,37.244,891.000
'[16:13:06.500 24/04/1989]',-76.425,-13.148,-105.951,343.000,3.338,37.244,891.000
'[16:13:06.510 24/04/1989]',-67.985,-15.259,-104.473,343.000,3.338,37.244,891.000
'[16:13:06.520 24/04/1989]',-56.733,-15.163,-119.257,343.000,3.338,37.244,891.000
'[16:13:06.530 24/04/1989]',-53.357,-17.467,-110.386,343.000,3.338,37.244,891.000
'[16:13:06.540 24/04/1989]',-44.355,-16.411,-108.415,343.000,3.338,37.244,891.000
'[16:13:06.550 24/04/1989]',-32.821,-13.724,-108.908,343.000,3.338,37.244,891.000
'[16:13:06.560 24/04/1989]',-30.101,-11.229,-98.559,343.000,3.338,37.244,891.000
'[16:13:06.570 24/04/1989]',-28.319,-9.117,-114.821,343.000,3.338,37.244,891.000
'[16:13:06.580 24/04/1989]',-27.194,-7.966,-99.052,343.000,3.338,37.244,891.000
'[16:13:06.590 24/04/1989]',-25.694,-8.445,-111.372,343.000,3.338,37.244,891.000
'[16:13:06.600 24/04/1989]',-19.505,-8.925,-111.372,343.000,3.338,37.244,891.000
'[16:13:06.610 24/04/1989]',-21.005,-10.269,-99.052,343.000,3.338,37.244,891.000
'[16:13:06.620 24/04/1989]',-21.286,-5.950,-91.660,343.000,3.338,37.244,891.000
'[16:13:06.630 24/04/1989]',-21.943,-2.783,-116.793,343.000,3.338,37.244,891.000
'[16:13:06.640 24/04/1989]',-14.535,-4.895,-94.124,343.000,3.338,37.244,891.000
'[16:13:06.650 24/04/1989]',-10.034,-5.086,-110.386,343.000,3.338,37.244,891.000
'[16:13:06.660 24/04/1989]',-7.221,-6.334,-99.545,343.000,3.338,37.244,891.000
'[16:13:06.670 24/04/1989]',-2.063,-3.455,-87.225,343.000,3.338,37.244,891.000
'[16:13:06.680 24/04/1989]',7.783,-2.783,-90.182,343.000,3.338,37.244,891.000
'[16:13:06.690 24/04/1989]',12.378,-6.046,-90.182,343.000,3.338,37.244,891.000
'[16:13:06.700 24/04/1989]',28.788,-6.430,-99.052,343.000,3.338,37.244,891.000
'[16:13:06.710 24/04/1989]',-8.627,-4.031,-101.023,343.000,3.338,37.244,891.000
'[16:13:06.720 24/04/1989]',8.908,-2.879,-109.894,343.000,3.338,37.244,891.000
'[16:13:06.730 24/04/1989]',10.034,-5.950,-120.735,343.000,3.338,37.244,891.000
'[16:13:06.740 24/04/1989]',10.971,-6.334,-106.937,343.000,3.338,37.244,891.000
'[16:13:06.750 24/04/1989]',19.223,-5.182,-111.865,343.000,3.338,37.244,891.000
'[16:13:06.760 24/04/1989]',18.942,-2.207,-106.444,343.000,3.338,37.244,891.000
'[16:13:06.770 24/04/1989]',15.848,-1.536,-114.821,343.000,3.338,37.244,891.000
'[16:13:06.780 24/04/1989]',20.536,-1.536,-128.127,343.000,3.338,37.244,891.000
'[16:13:06.790 24/04/1989]',23.725,-1.344,-110.386,343.000,3.338,37.244,891.000
'[16:13:06.800 24/04/1989]',20.255,3.071,-110.879,343.000,3.338,37.244,891.000
'[16:13:06.810 24/04/1989]',19.786,2.495,-130.098,343.000,3.338,37.244,891.000
'[16:13:06.820 24/04/1989]',13.128,8.253,-124.677,343.000,3.338,37.244,891.000
'[16:13:06.830 24/04/1989]',24.662,11.804,-104.966,343.000,3.338,37.244,891.000
'[16:13:06.840 24/04/1989]',23.349,10.845,-107.922,343.000,3.338,37.244,891.000
'[16:13:06.850 24/04/1989]',25.131,6.526,-103.487,343.000,3.338,37.244,891.000
'[16:13:06.860 24/04/1989]',25.037,0.864,-109.894,343.000,3.338,37.244,891.000
'[16:13:06.870 24/04/1989]',36.571,-0.480,-90.182,343.000,3.338,37.244,891.000
'[16:13:06.880 24/04/1989]',32.258,-0.576,-109.401,343.000,3.338,37.244,891.000
'[16:13:06.890 24/04/1989]',33.571,-1.440,-101.516,343.000,3.338,37.244,891.000
'[16:13:06.900 24/04/1989]',34.227,1.056,-91.660,343.000,3.338,37.244,891.000
'[16:13:06.910 24/04/1989]',36.665,1.823,-99.545,343.000,3.338,37.244,891.000
'[16:13:06.920 24/04/1989]',30.758,3.839,-108.908,343.000,3.338,37.244,891.000
'[16:13:06.930 24/04/1989]',25.225,1.056,-93.631,343.000,3.338,37.244,891.000
'[16:13:06.940 24/04/1989]',31.695,0.192,-81.311,343.000,3.338,37.244,891.000
'[16:13:06.950 24/04/1989]',31.133,4.895,-98.559,343.000,3.338,37.244,891.000
'[16:13:06.960 24/04/1989]',34.227,-2.207,-98.066,343.000,3.338,37.244,891.000
'[16:13:06.970 24/04/1989]',34.602,-3.071,-76.876,343.000,3.338,37.244,891.000
'[16:13:06.980 24/04/1989]',28.695,1.440,-96.095,343.000,3.338,37.244,891.000
'[16:13:06.990 24/04/1989]',12.941,1.248,-82.297,343.000,3.338,37.244,891.000
'[16:13:07.000 24/04/1989]',19.599,-3.743,-78.355,141.000,3.540,37.246,928.000
'[16:13:07.010 24/04/1989]',-8.721,-4.511,-114.329,141.000,3.540,37.246,928.000
'[16:13:07.020 24/04/1989]',-8.815,-4.319,-95.110,141.000,3.540,37.246,928.000
'[16:13:07.030 24/04/1989]',-8.346,-2.975,-135.026,141.000,3.540,37.246,928.000
'[16:13:07.040 24/04/1989]',-7.314,-4.607,-145.868,141.000,3.540,37.246,928.000
'[16:13:07.050 24/04/1989]',-5.158,1.248,-149.810,141.000,3.540,37.246,928.000
'[16:13:07.060 24/04/1989]',-3.282,2.111,-160.652,141.000,3.540,37.246,928.000
'[16:13:07.070 24/04/1989]',0.469,1.919,-165.579,141.000,3.540,37.246,928.000
'[16:13:07.080 24/04/1989]',7.596,0.960,-167.551,141.000,3.540,37.246,928.000
'[16:13:07.090 24/04/1989]',25.131,0.384,-175.435,141.000,3.540,37.246,928.000
'[16:13:07.100 24/04/1989]',36.196,2.111,-167.551,141.000,3.540,37.246,928.000
'[16:13:07.110 24/04/1989]',37.884,0.192,-169.029,141.000,3.540,37.246,928.000
'[16:13:07.120 24/04/1989]',33.008,2.591,-162.130,141.000,3.540,37.246,928.000
'[16:13:07.130 24/04/1989]',31.508,-2.783,-173.464,141.000,3.540,37.246,928.000
'[16:13:07.140 24/04/1989]',16.410,-0.960,-173.464,141.000,3.540,37.246,928.000
'[16:13:07.150 24/04/1989]',12.659,-3.935,-170.507,141.000,3.540,37.246,928.000
'[16:13:07.160 24/04/1989]',10.971,-4.511,-158.680,141.000,3.540,37.246,928.000
'[16:13:07.170 24/04/1989]',11.065,-1.632,-136.505,141.000,3.540,37.246,928.000
'[16:13:07.180 24/04/1989]',20.161,-1.248,-139.954,141.000,3.540,37.246,928.000
'[16:13:07.190 24/04/1989]',20.630,1.632,-114.821,141.000,3.540,37.246,928.000
'[16:13:07.200 24/04/1989]',44.073,0.000,-105.951,141.000,3.540,37.246,928.000
'[16:13:07.210 24/04/1989]',55.045,-1.440,-128.127,141.000,3.540,37.246,928.000
'[16:13:07.220 24/04/1989]',70.423,-3.359,-106.937,141.000,3.540,37.246,928.000
'[16:13:07.230 24/04/1989]',103.150,-1.440,-94.124,141.000,3.540,37.246,928.000
'[16:13:07.240 24/04/1989]',107.933,-1.152,-96.095,141.000,3.540,37.246,928.000
'[16:13:07.250 24/04/1989]',140.566,3.263,-87.718,141.000,3.540,37.246,928.000
'[16:13:07.260 24/04/1989]',147.223,6.238,-95.110,141.000,3.540,37.246,928.000
'[16:13:07.270 24/04/1989]',155.100,8.158,-62.585,141.000,3.540,37.246,928.000
'[16:13:07.280 24/04/1989]',156.226,6.430,-64.063,141.000,3.540,37.246,928.000
'[16:13:07.290 24/04/1989]',156.319,7.102,-76.383,141.000,3.540,37.246,928.000
'[16:13:07.300 24/04/1989]',156.601,4.895,-79.833,141.000,3.540,37.246,928.000
'[16:13:07.310 24/04/1989]',156.319,3.935,-77.369,141.000,3.540,37.246,928.000
'[16:13:07.320 24/04/1989]',156.507,2.687,-65.542,141.000,3.540,37.246,928.000
'[16:13:07.330 24/04/1989]',156.226,7.102,-56.179,141.000,3.540,37.246,928.000
'[16:13:07.340 24/04/1989]',156.413,0.672,-59.628,141.000,3.540,37.246,928.000
'[16:13:07.350 24/04/1989]',156.601,1.919,-71.455,141.000,3.540,37.246,928.000
'[16:13:07.360 24/04/1989]',156.038,2.783,-52.236,141.000,3.540,37.246,928.000
'[16:13:07.370 24/04/1989]',155.382,8.733,-49.280,141.000,3.540,37.246,928.000
'[16:13:07.380 24/04/1989]',154.632,9.597,-44.352,141.000,3.540,37.246,928.000
'[16:13:07.390 24/04/1989]',151.162,15.931,-42.380,141.000,3.540,37.246,928.000
'[16:13:07.400 24/04/1989]',147.692,10.173,-45.830,141.000,3.540,37.246,928.000
'[16:13:07.410 24/04/1989]',145.629,6.430,-25.133,141.000,3.540,37.246,928.000
'[16:13:07.420 24/04/1989]',142.535,11.708,-18.233,141.000,3.540,37.246,928.000
'[16:13:07.430 24/04/1989]',139.159,19.290,5.914,141.000,3.540,37.246,928.000
'[16:13:07.440 24/04/1989]',137.284,21.593,7.392,141.000,3.540,37.246,928.000
'[16:13:07.450 24/04/1989]',131.376,26.584,8.870,141.000,3.540,37.246,928.000
'[16:13:07.460 24/04/1989]',136.627,16.411,21.683,141.000,3.540,37.246,928.000
'[16:13:07.470 24/04/1989]',134.564,19.962,21.190,141.000,3.540,37.246,928.000
'[16:13:07.480 24/04/1989]',130.532,10.845,8.870,141.000,3.540,37.246,928.000
'[16:13:07.490 24/04/1989]',123.218,18.810,26.611,141.000,3.540,37.246,928.000
'[16:13:07.500 24/04/1989]',130.719,13.724,23.654,141.000,3.540,37.246,928.000
'[16:13:07.510 24/04/1989]',127.719,15.931,36.467,141.000,3.540,37.246,928.000
'[16:13:07.520 24/04/1989]',125.843,15.355,42.873,141.000,3.540,37.246,928.000
'[16:13:07.530 24/04/1989]',124.062,18.042,52.236,141.000,3.540,37.246,928.000
'[16:13:07.540 24/04/1989]',122.749,16.315,42.873,141.000,3.540,37.246,928.000
'[16:13:07.550 24/04/1989]',119.279,16.411,46.816,141.000,3.540,37.246,928.000
'[16:13:07.560 24/04/1989]',114.497,20.250,60.614,141.000,3.540,37.246,928.000
'[16:13:07.570 24/04/1989]',112.621,20.730,64.556,141.000,3.540,37.246,928.000
'[16:13:07.580 24/04/1989]',108.401,23.513,62.092,141.000,3.540,37.246,928.000
'[16:13:07.590 24/04/1989]',104.744,21.689,74.905,141.000,3.540,37.246,928.000
'[16:13:07.600 24/04/1989]',100.806,24.185,57.657,141.000,3.540,37.246,928.000
'[16:13:07.610 24/04/1989]',95.367,20.826,57.164,141.000,3.540,37.246,928.000
'[16:13:07.620 24/04/1989]',95.555,21.497,74.412,141.000,3.540,37.246,928.000
'[16:13:07.630 24/04/1989]',89.178,18.426,71.455,141.000,3.540,37.246,928.000
'[16:13:07.640 24/04/1989]',85.427,17.083,69.977,141.000,3.540,37.246,928.000
'[16:13:07.650 24/04/1989]',83.364,22.553,74.905,141.000,3.540,37.246,928.000
'[16:13:07.660 24/04/1989]',78.582,23.609,80.819,141.000,3.540,37.246,928.000
'[16:13:07.670 24/04/1989]',76.894,24.760,83.775,141.000,3.540,37.246,928.000
'[16:13:07.680 24/04/1989]',74.549,24.185,93.631,141.000,3.540,37.246,928.000
'[16:13:07.690 24/04/1989]',69.955,22.937,93.138,141.000,3.540,37.246,928.000
'[16:13:07.700 24/04/1989]',67.985,22.265,95.110,141.000,3.540,37.246,928.000
'[16:13:07.710 24/04/1989]',60.108,23.513,85.254,141.000,3.540,37.246,928.000
'[16:13:07.720 24/04/1989]',64.797,23.609,131.084,141.000,3.540,37.246,928.000
'[16:13:07.730 24/04/1989]',57.577,20.922,112.358,141.000,3.540,37.246,928.000
'[16:13:07.740 24/04/1989]',58.702,16.507,147.839,141.000,3.540,37.246,928.000
'[16:13:07.750 24/04/1989]',62.640,20.250,149.810,141.000,3.540,37.246,928.000
'[16:13:07.760 24/04/1989]',54.576,15.163,149.317,141.000,3.540,37.246,928.000
'[16:13:07.770 24/04/1989]',54.670,15.355,144.882,141.000,3.540,37.246,928.000
'[16:13:07.780 24/04/1989]',50.919,14.588,141.925,141.000,3.540,37.246,928.000
'[16:13:07.790 24/04/1989]',48.574,14.492,137.490,141.000,3.540,37.246,928.000
'[16:13:07.800 24/04/1989]',40.697,20.058,132.562,141.000,3.540,37.246,928.000
'[16:13:07.810 24/04/1989]',36.103,11.708,128.620,141.000,3.540,37.246,928.000
'[16:13:07.820 24/04/1989]',34.790,6.526,135.519,141.000,3.540,37.246,928.000
'[16:13:07.830 24/04/1989]',29.070,10.845,139.461,141.000,3.540,37.246,928.000
'[16:13:07.840 24/04/1989]',26.538,12.188,132.069,141.000,3.540,37.246,928.000
'[16:13:07.850 24/04/1989]',17.160,12.284,129.605,141.000,3.540,37.246,928.000
'[16:13:07.860 24/04/1989]',16.223,8.829,131.577,141.000,3.540,37.246,928.000
'[16:13:07.870 24/04/1989]',11.065,9.501,122.706,141.000,3.540,37.246,928.000
'[16:13:07.880 24/04/1989]',3.376,7.390,128.620,141.000,3.540,37.246,928.000
'[16:13:07.890 24/04/1989]',3.376,5.854,117.778,141.000,3.540,37.246,928.000
'[16:13:07.900 24/04/1989]',5.064,3.359,125.170,141.000,3.540,37.246,928.000
'[16:13:07.910 24/04/1989]',1.125,1.440,111.372,141.000,3.540,37.246,928.000
'[16:13:07.920 24/04/1989]',-2.626,0.576,119.257,141.000,3.540,37.246,928.000
'[16:13:07.930 24/04/1989]',-5.814,11.612,113.343,141.000,3.540,37.246,928.000
'[16:13:07.940 24/04/1989]',-8.346,-4.031,106.444,141.000,3.540,37.246,928.000
'[16:13:07.950 24/04/1989]',-10.127,-2.207,108.415,141.000,3.540,37.246,928.000
'[16:13:07.960 24/04/1989]',-13.785,-1.727,117.778,141.000,3.540,37.246,928.000
'[16:13:07.970 24/04/1989]',-16.973,-6.142,107.922,141.000,3.540,37.246,928.000
'[16:13:07.980 24/04/1989]',-18.286,-5.662,93.631,141.000,3.540,37.246,928.000
'[16:13:07.990 24/04/1989]',-18.661,-7.774,81.804,141.000,3.540,37.246,928.000
'[16:13:08.000 24/04/1989]',-18.098,-9.117,83.283,-769.000,3.602,37.195,926.000
'[16:13:08.010 24/04/1989]',-17.536,-5.662,81.804,-769.000,3.602,37.195,926.000
'[16:13:08.020 24/04/1989]',-30.664,-4.511,80.326,-769.000,3.602,37.195,926.000
'[16:13:08.030 24/04/1989]',-35.352,-5.470,77.369,-769.000,3.602,37.195,926.000
'[16:13:08.040 24/04/1989]',-42.292,-2.783,74.412,-769.000,3.602,37.195,926.000
'[16:13:08.050 24/04/1989]',-40.979,-4.895,78.847,-769.000,3.602,37.195,926.000
'[16:13:08.060 24/04/1989]',-44.261,-6.142,64.556,-769.000,3.602,37.195,926.000
'[16:13:08.070 24/04/1989]',-40.041,-7.870,62.092,-769.000,3.602,37.195,926.000
'[16:13:08.080 24/04/1989]',-49.606,-5.470,53.222,-769.000,3.602,37.195,926.000
'[16:13:08.090 24/04/1989]',-48.856,-12.188,49.772,-769.000,3.602,37.195,926.000
'[16:13:08.100 24/04/1989]',-60.390,-11.037,43.859,-769.000,3.602,37.195,926.000
'[16:13:08.110 24/04/1989]',-54.670,-3.551,42.380,-769.000,3.602,37.195,926.000
'[16:13:08.120 24/04/1989]',-67.610,-10.077,52.729,-769.000,3.602,37.195,926.000
'[16:13:08.130 24/04/1989]',-61.796,-10.173,31.539,-769.000,3.602,37.195,926.000
'[16:13:08.140 24/04/1989]',-62.640,-4.990,4.928,-769.000,3.602,37.195,926.000
'[16:13:08.150 24/04/1989]',-62.828,-9.117,1.478,-769.000,3.602,37.195,926.000
'[16:13:08.160 24/04/1989]',-61.327,-10.557,10.842,-769.000,3.602,37.195,926.000
'[16:13:08.170 24/04/1989]',-58.421,-11.900,-3.942,-769.000,3.602,37.195,926.000
'[16:13:08.180 24/04/1989]',-58.702,-8.637,4.435,-769.000,3.602,37.195,926.000
'[16:13:08.190 24/04/1989]',-61.234,-10.173,-2.464,-769.000,3.602,37.195,926.000
'[16:13:08.200 24/04/1989]',-57.108,-9.693,6.899,-769.000,3.602,37.195,926.000
'[16:13:08.210 24/04/1989]',-55.795,-7.582,-0.986,-769.000,3.602,37.195,926.000
'[16:13:08.220 24/04/1989]',-55.326,-6.238,-2.464,-769.000,3.602,37.195,926.000
'[16:13:08.230 24/04/1989]',-55.138,0.096,-6.899,-769.000,3.602,37.195,926.000
'[16:13:08.240 24/04/1989]',-56.264,-7.198,1.971,-769.000,3.602,37.195,926.000
'[16:13:08.250 24/04/1989]',-55.982,-0.480,1.971,-769.000,3.602,37.195,926.000
'[16:13:08.260 24/04/1989]',-53.451,-4.703,-1.971,-769.000,3.602,37.195,926.000
'[16:13:08.270 24/04/1989]',-50.919,-7.774,-0.493,-769.000,3.602,37.195,926.000
'[16:13:08.280 24/04/1989]',-51.388,-7.294,-4.435,-769.000,3.602,37.195,926.000
'[16:13:08.290 24/04/1989]',-44.542,-8.733,2.464,-769.000,3.602,37.195,926.000
'[16:13:08.300 24/04/1989]',-44.448,-10.749,-3.450,-769.000,3.602,37.195,926.000
'[16:13:08.310 24/04/1989]',-46.699,-8.158,-6.899,-769.000,3.602,37.195,926.000
'[16:13:08.320 24/04/1989]',-44.636,-8.925,-0.986,-769.000,3.602,37.195,926.000
'[16:13:08.330 24/04/1989]',-51.669,-4.703,-0.493,-769.000,3.602,37.195,926.000
'[16:13:08.340 24/04/1989]',-47.262,-6.238,-13.305,-769.000,3.602,37.195,926.000
'[16:13:08.350 24/04/1989]',-50.075,-9.213,-1.971,-769.000,3.602,37.195,926.000
'[16:13:08.360 24/04/1989]',-45.574,-8.637,-8.378,-769.000,3.602,37.195,926.000
'[16:13:08.370 24/04/1989]',-51.950,-12.956,-21.190,-769.000,3.602,37.195,926.000
'[16:13:08.380 24/04/1989]',-45.480,-13.052,-13.305,-769.000,3.602,37.195,926.000
'[16:13:08.390 24/04/1989]',-49.043,-9.501,-23.161,-769.000,3.602,37.195,926.000
'[16:13:08.400 24/04/1989]',-45.011,-13.148,-26.611,-769.000,3.602,37.195,926.000
'[16:13:08.410 24/04/1989]',-49.418,-10.365,-28.089,-769.000,3.602,37.195,926.000
'[16:13:08.420 24/04/1989]',-48.574,-14.300,-27.104,-769.000,3.602,37.195,926.000
'[16:13:08.430 24/04/1989]',-28.507,-14.396,-14.784,-769.000,3.602,37.195,926.000
'[16:13:08.440 24/04/1989]',-61.515,-13.820,-3.942,-769.000,3.602,37.195,926.000
'[16:13:08.450 24/04/1989]',-62.078,-15.931,23.654,-769.000,3.602,37.195,926.000
'[16:13:08.460 24/04/1989]',-71.924,-14.300,53.715,-769.000,3.602,37.195,926.000
'[16:13:08.470 24/04/1989]',-86.271,-10.269,85.254,-769.000,3.602,37.195,926.000
'[16:13:08.480 24/04/1989]',-87.678,-13.052,111.865,-769.000,3.602,37.195,926.000
'[16:13:08.490 24/04/1989]',-77.550,-13.916,133.055,-769.000,3.602,37.195,926.000
'[16:13:08.500 24/04/1989]',-81.395,-15.067,126.156,-769.000,3.602,37.195,926.000
'[16:13:08.510 24/04/1989]',-76.331,-15.355,122.706,-769.000,3.602,37.195,926.000
'[16:13:08.520 24/04/1989]',-74.362,-15.931,106.937,-769.000,3.602,37.195,926.000
'[16:13:08.530 24/04/1989]',-76.237,-14.012,103.487,-769.000,3.602,37.195,926.000
'[16:13:08.540 24/04/1989]',-78.769,-17.947,88.703,-769.000,3.602,37.195,926.000
'[16:13:08.550 24/04/1989]',-74.456,-12.764,95.602,-769.000,3.602,37.195,926.000
'[16:13:08.560 24/04/1989]',-67.516,-11.996,94.617,-769.000,3.602,37.195,926.000
'[16:13:08.570 24/04/1989]',-75.581,-13.532,79.340,-769.000,3.602,37.195,926.000
'[16:13:08.580 24/04/1989]',-76.800,-6.910,69.484,-769.000,3.602,37.195,926.000
'[16:13:08.590 24/04/1989]',-75.487,-4.799,75.398,-769.000,3.602,37.195,926.000
'[16:13:08.600 24/04/1989]',-75.300,-7.582,61.107,-769.000,3.602,37.195,926.000
'[16:13:08.610 24/04/1989]',-74.737,-9.501,57.657,-769.000,3.602,37.195,926.000
'[16:13:08.620 24/04/1989]',-75.018,-2.783,47.801,-769.000,3.602,37.195,926.000
'[16:13:08.630 24/04/1989]',-69.111,-3.263,33.510,-769.000,3.602,37.195,926.000
'[16:13:08.640 24/04/1989]',-68.360,-7.774,28.582,-769.000,3.602,37.195,926.000
'[16:13:08.650 24/04/1989]',-71.549,-6.334,28.089,-769.000,3.602,37.195,926.000
'[16:13:08.660 24/04/1989]',-69.298,-8.445,18.726,-769.000,3.602,37.195,926.000
'[16:13:08.670 24/04/1989]',-69.392,-8.829,26.611,-769.000,3.602,37.195,926.000
